Idade,Rotatividade,ViagensDeNegocio,Departamento,DistanciaDeCasa,Educacao,CampoDeEducacao,ContagemDeEmpregados,IDDoEmpregado,Genero,NivelDoCargo,Funcao,EstadoCivil,RendaMensal,NumeroDeEmpresas,MaiorDe18,AumentoPercentualSalario,HorasPadrao,NivelDeOpcaoDeCompraDeAcoes,TotalDeAnosTrabalhados,TreinamentosNoUltimoAno,AnosNaEmpresa,AnosDesdeUltimaPromocao,AnosComAtualGestor
24,Nao,Nao_Viaja,Vendas,1,5,Marketing,1,329,Feminino,1,Diretor de Manufatura,Divorciado(a),16378.0,1.0,Y,14,8,1,1.0,3,1,0,0
52,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,3,Ciências da Vida,1,330,Masculino,2,Diretor de Manufatura,Casado(a),5884.0,8.0,Y,11,8,1,9.0,1,5,1,4
50,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,331,Masculino,2,Executivo de Vendas,Casado(a),9882.0,5.0,Y,11,8,1,30.0,3,4,0,3
29,Sim,Viagens_Raras,Vendas,2,4,Marketing,1,332,Feminino,4,Cientista de Pesquisa,Casado(a),21300.0,1.0,Y,13,8,2,1.0,2,1,0,0
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,4,Ciências da Vida,1,333,Masculino,4,Diretor de Manufatura,Casado(a),11804.0,0.0,Y,12,8,1,14.0,2,13,3,7
33,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,5,Ciências da Vida,1,334,Masculino,1,Recursos Humanos,Solteiro(a),17278.0,5.0,Y,16,8,2,6.0,3,3,0,2
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,6,4,Outro,1,335,Masculino,2,Gerente,Casado(a),12694.0,1.0,Y,14,8,0,26.0,2,26,3,0
36,Nao,Viagens_Raras,Vendas,6,3,Médica,1,336,Feminino,2,Executivo de Vendas,Casado(a),8400.0,0.0,Y,22,8,0,10.0,3,9,0,5
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Outro,1,337,Masculino,1,Cientista de Pesquisa,Casado(a),6904.0,1.0,Y,11,8,0,10.0,3,10,0,7
58,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,3,Outro,1,338,Feminino,2,Cientista de Pesquisa,Solteiro(a),8634.0,7.0,Y,17,8,0,40.0,2,31,13,8
35,Nao,Viagens_Raras,Vendas,10,4,Marketing,1,339,Feminino,1,Cientista de Pesquisa,Solteiro(a),5264.0,3.0,Y,13,8,3,7.0,3,2,2,2
42,Nao,Viagens_Raras,Vendas,15,1,Marketing,1,340,Masculino,2,Técnico de Laboratório,Casado(a),9336.0,9.0,Y,18,8,2,8.0,2,4,0,2
28,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,19,4,Médica,1,341,Feminino,2,Executivo de Vendas,Solteiro(a),6408.0,6.0,Y,16,8,1,5.0,4,2,2,1
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,342,Masculino,2,Representante de Saúde,Casado(a),5440.0,4.0,Y,14,8,1,8.0,3,5,0,4
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,1,Médica,1,343,Masculino,2,Diretor de Manufatura,Casado(a),34362.0,1.0,Y,14,8,0,14.0,2,14,6,8
40,Nao,Viagens_Frequentes,Vendas,9,3,Marketing,1,344,Masculino,3,Diretor de Manufatura,Solteiro(a),4476.0,,Y,14,8,0,10.0,3,1,0,0
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Grau Técnico,1,345,Masculino,2,Diretor de Pesquisa,Solteiro(a),2966.0,5.0,Y,13,8,0,12.0,3,0,0,0
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,4,Ciências da Vida,1,346,Masculino,1,Diretor de Pesquisa,Solteiro(a),11210.0,1.0,Y,12,8,2,1.0,2,1,0,0
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,2,Médica,1,347,Masculino,2,Representante de Vendas,Casado(a),14590.0,1.0,Y,15,8,0,10.0,3,9,7,8
38,Nao,Viagens_Frequentes,Vendas,4,3,Médica,1,348,Masculino,2,Cientista de Pesquisa,Divorciado(a),4612.0,2.0,Y,19,8,1,13.0,5,4,1,2
34,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,7,4,Ciências da Vida,1,349,Masculino,3,Técnico de Laboratório,Solteiro(a),4696.0,1.0,Y,14,8,1,6.0,3,5,1,3
49,Sim,Viagens_Raras,Vendas,7,2,Ciências da Vida,1,350,Feminino,2,Representante de Saúde,Casado(a),17996.0,1.0,Y,14,8,2,9.0,2,9,7,7
55,Sim,Viagens_Raras,Recursos_Humanos,16,3,Grau Técnico,1,351,Masculino,4,Diretor de Manufatura,Solteiro(a),8638.0,4.0,Y,11,8,0,12.0,3,9,7,3
43,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,2,Médica,1,352,Masculino,2,Representante de Saúde,Casado(a),12264.0,6.0,Y,13,8,0,22.0,3,4,1,0
27,Nao,Viagens_Raras,Vendas,2,4,Médica,1,353,Masculino,2,Gerente,Divorciado(a),6692.0,1.0,Y,21,8,1,9.0,2,9,0,8
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,354,Masculino,1,Diretor de Pesquisa,Solteiro(a),21710.0,3.0,Y,13,8,1,17.0,2,8,1,6
28,Nao,Viagens_Raras,Vendas,1,2,Grau Técnico,1,355,Feminino,1,Executivo de Vendas,Casado(a),4462.0,1.0,Y,12,8,0,8.0,3,8,7,5
34,Nao,Viagens_Raras,Vendas,2,5,Ciências da Vida,1,356,Masculino,4,Cientista de Pesquisa,Casado(a),4646.0,0.0,Y,17,8,0,4.0,2,3,0,2
26,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,22,4,Outro,1,357,Feminino,1,Executivo de Vendas,Casado(a),4048.0,1.0,Y,23,8,0,8.0,2,8,1,7
27,Nao,Nao_Viaja,Vendas,1,3,Grau Técnico,1,358,Feminino,1,Executivo de Vendas,Casado(a),5426.0,1.0,Y,11,8,0,0.0,2,0,0,0
51,Nao,Viagens_Raras,Vendas,16,3,Médica,1,359,Masculino,3,Cientista de Pesquisa,Casado(a),18878.0,2.0,Y,15,8,3,29.0,0,20,4,17
44,Nao,Viagens_Raras,Vendas,24,5,Médica,1,360,Feminino,1,Executivo de Vendas,Solteiro(a),5132.0,9.0,Y,11,8,1,10.0,3,5,2,3
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,3,Médica,1,361,Masculino,1,Técnico de Laboratório,Solteiro(a),39852.0,7.0,Y,11,8,3,6.0,5,4,0,1
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,4,Ciências da Vida,1,362,Masculino,3,Técnico de Laboratório,Divorciado(a),4902.0,1.0,Y,13,8,1,9.0,3,9,0,8
35,Nao,Viagens_Raras,Vendas,6,4,Médica,1,363,Feminino,2,Gerente,Solteiro(a),18838.0,1.0,Y,24,8,1,6.0,5,6,1,1
36,Nao,Viagens_Raras,Vendas,10,4,Marketing,1,364,Masculino,3,Gerente,Casado(a),17372.0,1.0,Y,13,8,0,18.0,2,18,4,11
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,4,Médica,1,365,Feminino,4,Executivo de Vendas,Divorciado(a),6076.0,2.0,Y,20,8,0,8.0,3,5,0,3
30,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,5,Médica,1,366,Masculino,5,Representante de Vendas,Divorciado(a),6116.0,9.0,Y,14,8,1,10.0,2,5,0,3
53,Nao,Viagens_Raras,Vendas,6,3,Marketing,1,367,Masculino,4,Executivo de Vendas,Casado(a),4650.0,7.0,Y,18,8,1,35.0,1,5,0,4
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,5,Grau Técnico,1,368,Masculino,2,Representante de Saúde,Divorciado(a),4176.0,4.0,Y,15,8,3,18.0,2,5,0,2
32,Nao,Viagens_Raras,Vendas,10,3,Marketing,1,369,Feminino,1,Recursos Humanos,Casado(a),6144.0,5.0,Y,12,8,0,9.0,4,5,1,3
52,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,1,Ciências da Vida,1,370,Masculino,2,Técnico de Laboratório,Casado(a),10012.0,3.0,Y,16,8,1,31.0,2,9,0,0
37,Nao,Viagens_Raras,Vendas,24,2,Ciências da Vida,1,371,Feminino,4,Técnico de Laboratório,Divorciado(a),8514.0,4.0,Y,15,8,0,9.0,2,1,0,0
28,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,21,4,Ciências da Vida,1,372,Feminino,1,Representante de Saúde,Divorciado(a),5000.0,1.0,Y,16,8,2,6.0,3,5,0,4
22,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Ciências da Vida,1,373,Masculino,1,Representante de Vendas,Casado(a),2204.0,6.0,Y,19,8,0,4.0,3,2,2,2
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,22,3,Médica,1,374,Feminino,1,Técnico de Laboratório,Casado(a),20906.0,2.0,Y,11,8,1,10.0,2,3,0,2
42,Nao,Viagens_Frequentes,Vendas,13,4,Ciências da Vida,1,375,Feminino,2,Técnico de Laboratório,Solteiro(a),4576.0,5.0,Y,16,8,1,8.0,4,2,2,2
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,14,3,Outro,1,376,Masculino,2,Cientista de Pesquisa,Casado(a),7858.0,0.0,Y,24,8,0,6.0,6,5,0,3
25,Nao,Viagens_Raras,Vendas,11,3,Ciências da Vida,1,377,Feminino,1,Técnico de Laboratório,Casado(a),4622.0,1.0,Y,11,8,1,5.0,2,5,0,3
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,2,Ciências da Vida,1,378,Feminino,1,Representante de Saúde,Casado(a),6280.0,1.0,Y,13,8,1,17.0,2,17,5,15
35,Sim,Viagens_Frequentes,Vendas,8,2,Marketing,1,379,Feminino,1,Técnico de Laboratório,Divorciado(a),7380.0,1.0,Y,13,8,1,10.0,2,10,7,8
32,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,21,3,Ciências da Vida,1,380,Masculino,1,Executivo de Vendas,Divorciado(a),8900.0,0.0,Y,13,8,0,4.0,3,3,0,2
25,Nao,Viagens_Raras,Vendas,5,3,Marketing,1,381,Feminino,4,Cientista de Pesquisa,Casado(a),5512.0,1.0,Y,12,8,2,5.0,2,5,0,3
49,Nao,Viagens_Raras,Vendas,9,3,Grau Técnico,1,382,Feminino,2,Representante de Vendas,Casado(a),38066.0,2.0,Y,18,8,1,7.0,5,4,0,2
24,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,2,5,Grau Técnico,1,383,Masculino,2,Representante de Saúde,Casado(a),37444.0,0.0,Y,22,8,1,6.0,3,5,3,4
32,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,12,5,Médica,1,384,Masculino,1,Cientista de Pesquisa,Casado(a),19094.0,1.0,Y,13,8,1,10.0,3,10,5,3
38,Nao,Viagens_Raras,Vendas,22,2,Médica,1,385,Masculino,1,Executivo de Vendas,Casado(a),27468.0,0.0,Y,13,8,0,3.0,3,2,1,2
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,18,1,Grau Técnico,1,386,Feminino,2,Cientista de Pesquisa,Casado(a),39998.0,2.0,Y,23,8,1,17.0,6,5,1,3
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Ciências da Vida,1,387,Feminino,3,Executivo de Vendas,Casado(a),4558.0,3.0,Y,12,8,1,8.0,3,6,0,2
29,Sim,Viagens_Raras,Vendas,3,3,Marketing,1,388,Masculino,3,Técnico de Laboratório,Divorciado(a),11832.0,6.0,Y,12,8,0,5.0,2,3,0,2
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,389,Masculino,1,Representante de Vendas,Casado(a),4178.0,5.0,Y,16,8,0,28.0,2,2,2,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,390,Masculino,3,Representante de Saúde,Casado(a),33584.0,3.0,Y,12,8,1,16.0,3,13,4,8
37,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,13,4,Ciências da Vida,1,391,Feminino,3,Recursos Humanos,Casado(a),7128.0,5.0,Y,11,8,0,10.0,1,5,0,0
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,1,Médica,1,392,Masculino,1,Executivo de Vendas,Solteiro(a),8850.0,6.0,Y,22,8,1,33.0,2,12,3,8
43,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,1,3,Médica,1,393,Masculino,1,Técnico de Laboratório,Casado(a),10530.0,4.0,Y,11,8,1,12.0,4,5,2,2
47,Nao,Viagens_Raras,Vendas,15,4,Marketing,1,394,Feminino,3,Diretor de Pesquisa,Casado(a),13106.0,0.0,Y,15,8,0,8.0,2,7,7,7
37,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,5,Médica,1,395,Feminino,2,Cientista de Pesquisa,Solteiro(a),12522.0,1.0,Y,12,8,0,10.0,1,10,0,9
50,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,17,3,Médica,1,396,Feminino,1,Técnico de Laboratório,Divorciado(a),8596.0,1.0,Y,20,8,1,31.0,6,31,14,7
39,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Outro,1,397,Feminino,3,Recursos Humanos,Casado(a),13608.0,8.0,Y,14,8,1,13.0,3,5,0,4
33,Nao,Viagens_Raras,Vendas,7,3,Ciências da Vida,1,398,Masculino,2,Diretor de Manufatura,Divorciado(a),7630.0,3.0,Y,11,8,1,7.0,3,4,0,3
32,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,1,Médica,1,399,Feminino,1,Técnico de Laboratório,Solteiro(a),5482.0,1.0,Y,15,8,1,1.0,5,1,0,1
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,4,Ciências da Vida,1,400,Feminino,4,Representante de Saúde,Divorciado(a),13346.0,6.0,Y,12,8,1,8.0,2,4,0,3
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,2,Ciências da Vida,1,401,Masculino,2,Diretor de Manufatura,Casado(a),15278.0,1.0,Y,14,8,0,8.0,6,8,7,1
28,Nao,Viagens_Raras,Vendas,24,5,Ciências da Vida,1,402,Feminino,1,Cientista de Pesquisa,Solteiro(a),4656.0,1.0,Y,11,8,2,4.0,3,4,0,2
58,Sim,Viagens_Frequentes,Vendas,9,2,Grau Técnico,1,403,Masculino,1,Executivo de Vendas,Divorciado(a),4306.0,9.0,Y,11,8,0,3.0,3,1,0,0
43,Nao,Viagens_Raras,Vendas,7,4,Marketing,1,404,Masculino,2,Executivo de Vendas,Divorciado(a),9752.0,4.0,Y,16,8,2,4.0,4,1,0,0
20,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,3,Médica,1,405,Masculino,2,Executivo de Vendas,Solteiro(a),18792.0,1.0,Y,12,8,0,2.0,6,2,0,2
21,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,406,Masculino,2,Executivo de Vendas,Solteiro(a),20800.0,1.0,Y,13,8,1,1.0,2,1,0,0
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,4,Médica,1,407,Masculino,1,Técnico de Laboratório,Casado(a),16948.0,0.0,Y,14,8,0,17.0,3,16,4,11
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,408,Masculino,2,Diretor de Manufatura,Solteiro(a),19962.0,1.0,Y,21,8,1,3.0,3,3,1,2
22,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,4,Ciências da Vida,1,409,Feminino,1,Técnico de Laboratório,Casado(a),24980.0,0.0,Y,13,8,0,4.0,3,3,0,2
41,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,23,3,Ciências da Vida,1,410,Feminino,2,Executivo de Vendas,Divorciado(a),5314.0,4.0,Y,11,8,0,10.0,3,7,1,0
28,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,411,Feminino,3,Gerente,Divorciado(a),27182.0,5.0,Y,20,8,1,6.0,2,2,2,2
39,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,4,Ciências da Vida,1,412,Feminino,4,Recursos Humanos,Casado(a),13392.0,7.0,Y,11,8,0,8.0,3,2,2,2
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,413,Masculino,1,Cientista de Pesquisa,Solteiro(a),4116.0,1.0,Y,14,8,1,1.0,5,1,0,0
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,2,Grau Técnico,1,414,Masculino,2,Recursos Humanos,Divorciado(a),17730.0,1.0,Y,11,8,1,1.0,0,1,1,0
42,Nao,Viagens_Raras,Vendas,11,1,Grau Técnico,1,415,Masculino,2,Recursos Humanos,Solteiro(a),11880.0,7.0,Y,16,8,0,10.0,2,5,0,3
33,Nao,Viagens_Raras,Vendas,2,3,Marketing,1,416,Feminino,1,Executivo de Vendas,Solteiro(a),11828.0,3.0,Y,16,8,1,6.0,4,3,0,2
58,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Ciências da Vida,1,417,Masculino,1,Cientista de Pesquisa,Divorciado(a),5244.0,2.0,Y,23,8,0,24.0,3,6,0,4
31,Nao,Viagens_Raras,Vendas,1,3,Ciências da Vida,1,418,Feminino,1,Representante de Vendas,Casado(a),24370.0,3.0,Y,14,8,0,13.0,2,7,5,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Ciências da Vida,1,419,Masculino,3,Representante de Saúde,Casado(a),21218.0,1.0,Y,22,8,0,10.0,3,10,0,7
49,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,25,2,Ciências da Vida,1,420,Feminino,2,Executivo de Vendas,Casado(a),8690.0,4.0,Y,15,8,0,29.0,3,26,1,7
48,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,421,Masculino,1,Cientista de Pesquisa,Casado(a),4354.0,4.0,Y,18,8,0,13.0,4,0,0,0
31,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,2,Grau Técnico,1,422,Feminino,2,Executivo de Vendas,Casado(a),5586.0,1.0,Y,16,8,0,9.0,4,9,0,0
36,Nao,Viagens_Raras,Recursos_Humanos,2,4,Grau Técnico,1,423,Masculino,1,Executivo de Vendas,Solteiro(a),15836.0,2.0,Y,12,8,2,8.0,3,6,0,1
38,Nao,Viagens_Raras,Vendas,6,3,Outro,1,424,Masculino,2,Executivo de Vendas,Casado(a),17578.0,1.0,Y,11,8,3,15.0,4,15,5,11
32,Nao,Nao_Viaja,Vendas,18,3,Marketing,1,425,Masculino,1,Técnico de Laboratório,Casado(a),4778.0,6.0,Y,12,8,1,5.0,4,3,0,2
25,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,2,Ciências da Vida,1,426,Masculino,1,Executivo de Vendas,Casado(a),6424.0,1.0,Y,15,8,1,1.0,3,1,0,0
40,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,427,Masculino,2,Cientista de Pesquisa,Divorciado(a),38464.0,2.0,Y,14,8,1,11.0,3,1,0,0
26,Nao,Viagens_Frequentes,Vendas,11,3,Marketing,1,428,Masculino,2,Representante de Saúde,Solteiro(a),4534.0,1.0,Y,19,8,3,7.0,2,7,0,7
41,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,429,Masculino,1,Cientista de Pesquisa,Solteiro(a),39034.0,2.0,Y,13,8,0,20.0,5,18,2,17
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Ciências da Vida,1,430,Feminino,2,Representante de Saúde,Solteiro(a),4872.0,4.0,Y,13,8,0,16.0,3,11,3,9
19,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,3,Ciências da Vida,1,431,Masculino,2,Cientista de Pesquisa,Solteiro(a),32128.0,1.0,Y,15,8,1,1.0,3,1,0,0
20,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,29,3,Ciências da Vida,1,432,Feminino,3,Técnico de Laboratório,Solteiro(a),5414.0,1.0,Y,11,8,0,1.0,2,1,0,0
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Ciências da Vida,1,433,Masculino,4,Diretor de Pesquisa,Casado(a),38136.0,0.0,Y,12,8,0,10.0,1,9,8,5
40,Nao,Viagens_Frequentes,Vendas,1,3,Marketing,1,434,Masculino,1,Cientista de Pesquisa,Divorciado(a),7862.0,8.0,Y,19,8,0,3.0,2,1,0,0
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,3,Ciências da Vida,1,435,Masculino,4,Técnico de Laboratório,Casado(a),7460.0,1.0,Y,25,8,1,8.0,4,8,6,3
36,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Médica,1,436,Masculino,3,Executivo de Vendas,Casado(a),4464.0,1.0,Y,12,8,1,16.0,2,16,3,7
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Médica,1,437,Feminino,4,Diretor de Manufatura,Solteiro(a),8930.0,0.0,Y,13,8,0,6.0,3,5,1,4
37,Sim,Viagens_Raras,Vendas,10,4,Marketing,1,438,Feminino,3,Recursos Humanos,Casado(a),6144.0,5.0,Y,14,8,0,17.0,3,14,11,7
45,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,8,1,Ciências da Vida,1,439,Masculino,2,Executivo de Vendas,Casado(a),6638.0,1.0,Y,12,8,1,9.0,3,9,0,8
29,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,29,1,Ciências da Vida,1,440,Masculino,1,Representante de Vendas,Casado(a),38404.0,1.0,Y,12,8,0,3.0,5,3,0,2
35,Nao,Viagens_Raras,Recursos_Humanos,1,3,Recursos Humanos,1,441,Masculino,3,Técnico de Laboratório,Casado(a),27350.0,1.0,Y,15,8,3,5.0,5,5,1,0
52,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,4,Outro,1,442,Masculino,1,Técnico de Laboratório,Casado(a),5822.0,2.0,Y,17,8,2,26.0,3,9,7,8
58,Sim,Viagens_Raras,Vendas,9,2,Médica,1,443,Feminino,4,Executivo de Vendas,Solteiro(a),11914.0,4.0,Y,14,8,1,7.0,2,1,0,0
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,3,Grau Técnico,1,444,Masculino,1,Gerente,Divorciado(a),7840.0,6.0,Y,16,8,1,22.0,3,17,15,2
30,Nao,Viagens_Raras,Vendas,3,4,Marketing,1,445,Masculino,1,Executivo de Vendas,Divorciado(a),12868.0,5.0,Y,14,8,1,10.0,3,8,7,7
38,Nao,Nao_Viaja,Vendas,4,3,Ciências da Vida,1,446,Masculino,2,Diretor de Pesquisa,Solteiro(a),20096.0,1.0,Y,23,8,1,6.0,2,5,1,3
35,Nao,Viagens_Raras,Vendas,1,2,Ciências da Vida,1,447,Feminino,2,Representante de Saúde,Divorciado(a),21876.0,6.0,Y,14,8,2,12.0,2,10,0,8
39,Nao,Viagens_Raras,Vendas,1,1,Marketing,1,448,Masculino,2,Cientista de Pesquisa,Solteiro(a),4680.0,0.0,Y,11,8,1,9.0,2,8,0,7
40,Sim,Nao_Viaja,Pesquisa_e_Desenvolvimento,2,4,Ciências da Vida,1,449,Masculino,1,Recursos Humanos,Solteiro(a),13090.0,4.0,Y,15,8,0,22.0,2,1,0,0
47,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,7,4,Ciências da Vida,1,450,Masculino,3,Executivo de Vendas,Divorciado(a),13862.0,1.0,Y,11,8,0,20.0,3,19,2,7
36,Nao,Nao_Viaja,Vendas,28,1,Ciências da Vida,1,451,Masculino,2,Cientista de Pesquisa,Divorciado(a),9796.0,4.0,Y,13,8,1,12.0,3,7,0,7
31,Sim,Nao_Viaja,Pesquisa_e_Desenvolvimento,28,4,Médica,1,452,Masculino,2,Cientista de Pesquisa,Solteiro(a),5186.0,0.0,Y,21,8,0,4.0,2,3,1,2
33,Nao,Nao_Viaja,Vendas,15,3,Outro,1,453,Masculino,4,Diretor de Pesquisa,Solteiro(a),38872.0,1.0,Y,19,8,2,10.0,4,10,6,0
29,Sim,Viagens_Raras,Recursos_Humanos,3,5,Ciências da Vida,1,454,Masculino,1,Executivo de Vendas,Solteiro(a),5446.0,6.0,Y,11,8,1,3.0,2,0,0,0
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Grau Técnico,1,455,Masculino,2,Técnico de Laboratório,Solteiro(a),6958.0,3.0,Y,12,8,0,5.0,3,3,0,2
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,1,Médica,1,456,Feminino,3,Representante de Saúde,Divorciado(a),5588.0,3.0,Y,19,8,1,8.0,2,5,0,2
50,Nao,Viagens_Raras,Vendas,10,1,Ciências da Vida,1,457,Feminino,1,Diretor de Manufatura,Divorciado(a),10498.0,9.0,Y,21,8,2,32.0,2,5,1,3
33,Nao,Viagens_Frequentes,Vendas,1,3,Marketing,1,458,Masculino,2,Recursos Humanos,Casado(a),4352.0,1.0,Y,14,8,1,6.0,2,6,1,2
41,Nao,Viagens_Frequentes,Vendas,11,3,Outro,1,459,Masculino,1,Técnico de Laboratório,Divorciado(a),33744.0,2.0,Y,15,8,1,21.0,2,18,0,11
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,20,4,Outro,1,460,Masculino,2,Diretor de Manufatura,Casado(a),6970.0,9.0,Y,17,8,2,4.0,2,2,2,2
45,Nao,Nao_Viaja,Vendas,2,3,Médica,1,461,Feminino,1,Executivo de Vendas,Casado(a),13288.0,1.0,Y,12,8,0,9.0,3,9,0,8
47,Nao,Viagens_Raras,Vendas,18,4,Médica,1,462,Feminino,2,Cientista de Pesquisa,Solteiro(a),11164.0,1.0,Y,16,8,0,9.0,3,9,0,7
30,Sim,Viagens_Raras,Vendas,2,3,Ciências da Vida,1,463,Masculino,2,Representante de Saúde,Casado(a),8000.0,4.0,Y,12,8,0,7.0,5,5,0,1
50,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Grau Técnico,1,464,Feminino,2,Executivo de Vendas,Casado(a),26992.0,3.0,Y,18,8,1,22.0,3,12,1,5
38,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,13,3,Grau Técnico,1,465,Masculino,1,Diretor de Manufatura,Casado(a),6420.0,0.0,Y,17,8,2,3.0,5,2,0,2
46,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,28,3,Médica,1,466,Feminino,3,Recursos Humanos,Divorciado(a),38090.0,6.0,Y,11,8,3,13.0,2,8,0,7
24,Nao,Viagens_Raras,Vendas,28,3,Ciências da Vida,1,467,Feminino,1,Representante de Saúde,Divorciado(a),23698.0,1.0,Y,16,8,1,5.0,3,4,3,2
35,Sim,Viagens_Raras,Vendas,24,3,Médica,1,468,Masculino,3,Representante de Saúde,Divorciado(a),4140.0,1.0,Y,13,8,3,5.0,1,4,0,2
31,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,5,2,Grau Técnico,1,469,Masculino,2,Executivo de Vendas,Casado(a),13004.0,1.0,Y,12,8,0,4.0,3,4,0,3
18,Nao,Nao_Viaja,Vendas,5,4,Outro,1,470,Masculino,2,Gerente,Solteiro(a),6460.0,1.0,Y,12,8,1,0.0,3,0,0,0
